,scheduled_time
7856,2023-10-03 12:01:05.419202816
7857,2023-10-03 14:21:00.000000000
7858,2023-10-03 12:01:05.419202816
7859,2023-10-03 12:01:05.419202816
7860,2023-10-03 14:19:00.000000000
7861,2023-10-03 14:26:00.000000000
7862,2023-10-03 14:24:00.000000000
7863,2023-10-03 12:01:05.419202816
7864,2023-10-03 12:01:05.419202816
7865,2023-10-03 14:26:00.000000000
7866,2023-10-03 12:01:05.419202816
7867,2023-10-03 12:01:05.419202816
7868,2023-10-03 12:01:05.419202816
7869,2023-10-03 14:22:00.000000000
7870,2023-10-03 14:17:00.000000000
7871,2023-10-03 14:17:00.000000000
7872,2023-10-03 14:15:00.000000000
7873,2023-10-03 14:26:00.000000000
7874,2023-10-03 12:01:05.419202816
7875,2023-10-03 14:22:00.000000000
7876,2023-10-03 14:26:00.000000000
7877,2023-10-03 14:31:00.000000000
7878,2023-10-03 12:01:05.419202816
7879,2023-10-03 12:01:05.419202816
7880,2023-10-03 14:26:00.000000000
7881,2023-10-03 12:01:05.419202816
7882,2023-10-03 12:01:05.419202816
7883,2023-10-03 12:01:05.419202816
7884,2023-10-03 14:24:00.000000000
7885,2023-10-03 12:01:05.419202816
7886,2023-10-03 12:01:05.419202816
7887,2023-10-03 14:22:00.000000000
7888,2023-10-03 14:15:00.000000000
7889,2023-10-03 14:26:00.000000000
7890,2023-10-03 14:19:00.000000000
7891,2023-10-03 14:19:00.000000000
7892,2023-10-03 14:24:00.000000000
7893,2023-10-03 14:24:00.000000000
7894,2023-10-03 12:01:05.419202816
7895,2023-10-03 12:01:05.419202816
7896,2023-10-03 12:01:05.419202816
7897,2023-10-03 14:26:00.000000000
7898,2023-10-03 14:26:00.000000000
7899,2023-10-03 12:01:05.419202816
7900,2023-10-03 12:01:05.419202816
7901,2023-10-03 14:22:00.000000000
7902,2023-10-03 14:22:00.000000000
7903,2023-10-03 14:26:00.000000000
7904,2023-10-03 12:01:05.419202816
7905,2023-10-03 12:01:05.419202816
7906,2023-10-03 12:01:05.419202816
7907,2023-10-03 14:19:00.000000000
7908,2023-10-03 12:01:05.419202816
7909,2023-10-03 14:19:00.000000000
7910,2023-10-03 14:17:00.000000000
7911,2023-10-03 12:01:05.419202816
7912,2023-10-03 14:18:00.000000000
7913,2023-10-03 12:01:05.419202816
7914,2023-10-03 14:19:00.000000000
7915,2023-10-03 12:01:05.419202816
7916,2023-10-03 12:01:05.419202816
7917,2023-10-03 12:01:05.419202816
7918,2023-10-03 12:01:05.419202816
7919,2023-10-03 12:01:05.419202816
7920,2023-10-03 14:23:00.000000000
7921,2023-10-03 14:18:00.000000000
7922,2023-10-03 14:18:00.000000000
7923,2023-10-03 14:19:00.000000000
7924,2023-10-03 14:31:00.000000000
7925,2023-10-03 14:22:00.000000000
7926,2023-10-03 12:01:05.419202816
7927,2023-10-03 12:01:05.419202816
7928,2023-10-03 12:01:05.419202816
7929,2023-10-03 12:01:05.419202816
7930,2023-10-03 12:01:05.419202816
7931,2023-10-03 12:01:05.419202816
7932,2023-10-03 14:24:00.000000000
7933,2023-10-03 12:01:05.419202816
7934,2023-10-03 12:01:05.419202816
7935,2023-10-03 12:01:05.419202816
7936,2023-10-03 14:18:00.000000000
7937,2023-10-03 14:23:00.000000000
7938,2023-10-03 12:01:05.419202816
7939,2023-10-03 14:31:00.000000000
7940,2023-10-03 14:17:00.000000000
7941,2023-10-03 12:01:05.419202816
7942,2023-10-03 12:01:05.419202816
7943,2023-10-03 14:39:00.000000000
7944,2023-10-03 12:01:05.419202816
7945,2023-10-03 14:26:00.000000000
7946,2023-10-03 14:31:00.000000000
7947,2023-10-03 14:22:00.000000000
7948,2023-10-03 12:01:05.419202816
7949,2023-10-03 14:26:00.000000000
7950,2023-10-03 14:18:00.000000000
7951,2023-10-03 12:01:05.419202816
7952,2023-10-03 14:23:00.000000000
7953,2023-10-03 14:23:00.000000000
7954,2023-10-03 14:39:00.000000000
7955,2023-10-03 14:31:00.000000000
7956,2023-10-03 14:31:00.000000000
7957,2023-10-03 12:01:05.419202816
7958,2023-10-03 14:22:00.000000000
7959,2023-10-03 14:18:00.000000000
7960,2023-10-03 14:26:00.000000000
7961,2023-10-03 12:01:05.419202816
7962,2023-10-03 12:01:05.419202816
7963,2023-10-03 12:01:05.419202816
7964,2023-10-03 12:01:05.419202816
7965,2023-10-03 14:22:00.000000000
7966,2023-10-03 14:28:00.000000000
7967,2023-10-03 12:01:05.419202816
7968,2023-10-03 14:23:00.000000000
7969,2023-10-03 14:26:00.000000000
7970,2023-10-03 14:26:00.000000000
7971,2023-10-03 14:17:00.000000000
7972,2023-10-03 14:17:00.000000000
7973,2023-10-03 12:01:05.419202816
7974,2023-10-03 12:01:05.419202816
7975,2023-10-03 14:28:00.000000000
7976,2023-10-03 14:28:00.000000000
7977,2023-10-03 12:01:05.419202816
7978,2023-10-03 12:01:05.419202816
7979,2023-10-03 12:01:05.419202816
7980,2023-10-03 14:28:00.000000000
7981,2023-10-03 14:31:00.000000000
7982,2023-10-03 12:01:05.419202816
7983,2023-10-03 12:01:05.419202816
7984,2023-10-03 12:01:05.419202816
7985,2023-10-03 12:01:05.419202816
7986,2023-10-03 12:01:05.419202816
7987,2023-10-03 14:28:00.000000000
7988,2023-10-03 14:22:00.000000000
7989,2023-10-03 14:22:00.000000000
7990,2023-10-03 14:20:00.000000000
7991,2023-10-03 14:20:00.000000000
7992,2023-10-03 14:31:00.000000000
7993,2023-10-03 14:26:00.000000000
7994,2023-10-03 12:01:05.419202816
7995,2023-10-03 12:01:05.419202816
7996,2023-10-03 14:27:00.000000000
7997,2023-10-03 12:01:05.419202816
7998,2023-10-03 12:01:05.419202816
7999,2023-10-03 12:01:05.419202816
8000,2023-10-03 14:26:00.000000000
8001,2023-10-03 12:01:05.419202816
8002,2023-10-03 14:20:00.000000000
8003,2023-10-03 14:28:00.000000000
8004,2023-10-03 12:01:05.419202816
8005,2023-10-03 12:01:05.419202816
8006,2023-10-03 14:20:00.000000000
8007,2023-10-03 12:01:05.419202816
8008,2023-10-03 14:34:00.000000000
8009,2023-10-03 12:01:05.419202816
8010,2023-10-03 14:17:00.000000000
8011,2023-10-03 14:17:00.000000000
8012,2023-10-03 14:17:00.000000000
8013,2023-10-03 14:17:00.000000000
8014,2023-10-03 12:01:05.419202816
8015,2023-10-03 12:01:05.419202816
8016,2023-10-03 12:01:05.419202816
8017,2023-10-03 12:01:05.419202816
8018,2023-10-03 12:01:05.419202816
8019,2023-10-03 12:01:05.419202816
8020,2023-10-03 14:20:00.000000000
8021,2023-10-03 14:27:00.000000000
8022,2023-10-03 12:01:05.419202816
8023,2023-10-03 14:27:00.000000000
8024,2023-10-03 12:01:05.419202816
8025,2023-10-03 12:01:05.419202816
8026,2023-10-03 12:01:05.419202816
8027,2023-10-03 14:35:00.000000000
8028,2023-10-03 14:22:00.000000000
8029,2023-10-03 12:01:05.419202816
8030,2023-10-03 12:01:05.419202816
8031,2023-10-03 14:27:00.000000000
8032,2023-10-03 12:01:05.419202816
8033,2023-10-03 12:01:05.419202816
8034,2023-10-03 14:22:00.000000000
8035,2023-10-03 12:01:05.419202816
8036,2023-10-03 12:01:05.419202816
8037,2023-10-03 14:34:00.000000000
8038,2023-10-03 14:35:00.000000000
8039,2023-10-03 14:35:00.000000000
8040,2023-10-03 14:31:00.000000000
8041,2023-10-03 12:01:05.419202816
8042,2023-10-03 12:01:05.419202816
8043,2023-10-03 14:27:00.000000000
8044,2023-10-03 12:01:05.419202816
8045,2023-10-03 12:01:05.419202816
8046,2023-10-03 12:01:05.419202816
8047,2023-10-03 14:31:00.000000000
8048,2023-10-03 12:01:05.419202816
8049,2023-10-03 12:01:05.419202816
8050,2023-10-03 14:20:00.000000000
8051,2023-10-03 14:31:00.000000000
8052,2023-10-03 12:01:05.419202816
8053,2023-10-03 14:35:00.000000000
8054,2023-10-03 12:01:05.419202816
8055,2023-10-03 12:01:05.419202816
8056,2023-10-03 12:01:05.419202816
8057,2023-10-03 12:01:05.419202816
8058,2023-10-03 14:20:00.000000000
8059,2023-10-03 14:20:00.000000000
8060,2023-10-03 12:01:05.419202816
8061,2023-10-03 14:34:00.000000000
8062,2023-10-03 12:01:05.419202816
8063,2023-10-03 14:35:00.000000000
8064,2023-10-03 14:27:00.000000000
8065,2023-10-03 14:27:00.000000000
8066,2023-10-03 12:01:05.419202816
8067,2023-10-03 14:20:00.000000000
8068,2023-10-03 12:01:05.419202816
8069,2023-10-03 14:23:00.000000000
8070,2023-10-03 14:27:00.000000000
8071,2023-10-03 12:01:05.419202816
8072,2023-10-03 12:01:05.419202816
8073,2023-10-03 12:01:05.419202816
8074,2023-10-03 12:01:05.419202816
8075,2023-10-03 12:01:05.419202816
8076,2023-10-03 14:35:00.000000000
8077,2023-10-03 14:23:00.000000000
8078,2023-10-03 14:33:00.000000000
8079,2023-10-03 12:01:05.419202816
8080,2023-10-03 14:35:00.000000000
8081,2023-10-03 14:27:00.000000000
8082,2023-10-03 12:01:05.419202816
8083,2023-10-03 14:34:00.000000000
8084,2023-10-03 14:23:00.000000000
8085,2023-10-03 14:23:00.000000000
8086,2023-10-03 12:01:05.419202816
8087,2023-10-03 14:32:00.000000000
8088,2023-10-03 12:01:05.419202816
8089,2023-10-03 12:01:05.419202816
8090,2023-10-03 12:01:05.419202816
8091,2023-10-03 14:33:00.000000000
8092,2023-10-03 12:01:05.419202816
8093,2023-10-03 14:20:00.000000000
8094,2023-10-03 14:20:00.000000000
8095,2023-10-03 14:27:00.000000000
8096,2023-10-03 14:27:00.000000000
8097,2023-10-03 12:01:05.419202816
8098,2023-10-03 12:01:05.419202816
8099,2023-10-03 12:01:05.419202816
8100,2023-10-03 12:01:05.419202816
8101,2023-10-03 12:01:05.419202816
8102,2023-10-03 12:01:05.419202816
8103,2023-10-03 14:38:00.000000000
8104,2023-10-03 14:27:00.000000000
8105,2023-10-03 12:01:05.419202816
8106,2023-10-03 14:34:00.000000000
8107,2023-10-03 14:38:00.000000000
8108,2023-10-03 12:01:05.419202816
8109,2023-10-03 12:01:05.419202816
8110,2023-10-03 14:38:00.000000000
8111,2023-10-03 12:01:05.419202816
8112,2023-10-03 14:23:00.000000000
8113,2023-10-03 14:34:00.000000000
8114,2023-10-03 14:34:00.000000000
8115,2023-10-03 14:38:00.000000000
8116,2023-10-03 12:01:05.419202816
8117,2023-10-03 12:01:05.419202816
8118,2023-10-03 12:01:05.419202816
8119,2023-10-03 12:01:05.419202816
8120,2023-10-03 14:23:00.000000000
8121,2023-10-03 14:23:00.000000000
8122,2023-10-03 14:23:00.000000000
8123,2023-10-03 14:27:00.000000000
8124,2023-10-03 12:01:05.419202816
8125,2023-10-03 14:38:00.000000000
8126,2023-10-03 14:32:00.000000000
8127,2023-10-03 12:01:05.419202816
8128,2023-10-03 12:01:05.419202816
8129,2023-10-03 14:34:00.000000000
8130,2023-10-03 12:01:05.419202816
8131,2023-10-03 14:36:00.000000000
8132,2023-10-03 12:01:05.419202816
8133,2023-10-03 14:36:00.000000000
8134,2023-10-03 14:38:00.000000000
8135,2023-10-03 12:01:05.419202816
8136,2023-10-03 12:01:05.419202816
8137,2023-10-03 14:36:00.000000000
8138,2023-10-03 14:36:00.000000000
8139,2023-10-03 14:32:00.000000000
8140,2023-10-03 12:01:05.419202816
8141,2023-10-03 12:01:05.419202816
8142,2023-10-03 12:01:05.419202816
8143,2023-10-03 12:01:05.419202816
8144,2023-10-03 12:01:05.419202816
8145,2023-10-03 12:01:05.419202816
8146,2023-10-03 12:01:05.419202816
8147,2023-10-03 12:01:05.419202816
8148,2023-10-03 12:01:05.419202816
8149,2023-10-03 12:01:05.419202816
8150,2023-10-03 14:32:00.000000000
8151,2023-10-03 12:01:05.419202816
8152,2023-10-03 12:01:05.419202816
8153,2023-10-03 12:01:05.419202816
8154,2023-10-03 14:25:00.000000000
8155,2023-10-03 14:23:00.000000000
8156,2023-10-03 14:23:00.000000000
8157,2023-10-03 14:33:00.000000000
8158,2023-10-03 12:01:05.419202816
8159,2023-10-03 14:44:00.000000000
8160,2023-10-03 12:01:05.419202816
8161,2023-10-03 14:23:00.000000000
8162,2023-10-03 14:33:00.000000000
8163,2023-10-03 12:01:05.419202816
8164,2023-10-03 12:01:05.419202816
8165,2023-10-03 12:01:05.419202816
8166,2023-10-03 12:01:05.419202816
8167,2023-10-03 12:01:05.419202816
8168,2023-10-03 14:25:00.000000000
8169,2023-10-03 14:32:00.000000000
8170,2023-10-03 12:01:05.419202816
8171,2023-10-03 12:01:05.419202816
8172,2023-10-03 14:44:00.000000000
8173,2023-10-03 12:01:05.419202816
8174,2023-10-03 12:01:05.419202816
8175,2023-10-03 14:44:00.000000000
8176,2023-10-03 12:01:05.419202816
8177,2023-10-03 12:01:05.419202816
8178,2023-10-03 12:01:05.419202816
8179,2023-10-03 14:36:00.000000000
8180,2023-10-03 12:01:05.419202816
8181,2023-10-03 12:01:05.419202816
8182,2023-10-03 12:01:05.419202816
8183,2023-10-03 12:01:05.419202816
8184,2023-10-03 14:44:00.000000000
8185,2023-10-03 12:01:05.419202816
8186,2023-10-03 14:23:00.000000000
8187,2023-10-03 14:23:00.000000000
8188,2023-10-03 14:23:00.000000000
8189,2023-10-03 14:23:00.000000000
8190,2023-10-03 14:23:00.000000000
8191,2023-10-03 14:23:00.000000000
8192,2023-10-03 14:23:00.000000000
8193,2023-10-03 14:23:00.000000000
8194,2023-10-03 14:23:00.000000000
8195,2023-10-03 14:23:00.000000000
8196,2023-10-03 14:23:00.000000000
8197,2023-10-03 12:01:05.419202816
8198,2023-10-03 12:01:05.419202816
8199,2023-10-03 12:01:05.419202816
8200,2023-10-03 12:01:05.419202816
8201,2023-10-03 14:44:00.000000000
8202,2023-10-03 12:01:05.419202816
8203,2023-10-03 12:01:05.419202816
8204,2023-10-03 14:33:00.000000000
8205,2023-10-03 14:33:00.000000000
8206,2023-10-03 12:01:05.419202816
8207,2023-10-03 12:01:05.419202816
8208,2023-10-03 14:44:00.000000000
8209,2023-10-03 12:01:05.419202816
8210,2023-10-03 12:01:05.419202816
8211,2023-10-03 14:44:00.000000000
8212,2023-10-03 14:28:00.000000000
8213,2023-10-03 14:35:00.000000000
8214,2023-10-03 14:35:00.000000000
8215,2023-10-03 12:01:05.419202816
8216,2023-10-03 12:01:05.419202816
8217,2023-10-03 12:01:05.419202816
8218,2023-10-03 12:01:05.419202816
8219,2023-10-03 12:01:05.419202816
8220,2023-10-03 12:01:05.419202816
8221,2023-10-03 14:44:00.000000000
8222,2023-10-03 14:44:00.000000000
8223,2023-10-03 12:01:05.419202816
8224,2023-10-03 12:01:05.419202816
8225,2023-10-03 12:01:05.419202816
8226,2023-10-03 14:35:00.000000000
8227,2023-10-03 14:28:00.000000000
8228,2023-10-03 14:37:00.000000000
8229,2023-10-03 12:01:05.419202816
8230,2023-10-03 14:39:00.000000000
8231,2023-10-03 12:01:05.419202816
8232,2023-10-03 12:01:05.419202816
8233,2023-10-03 14:35:00.000000000
8234,2023-10-03 12:01:05.419202816
8235,2023-10-03 12:01:05.419202816
8236,2023-10-03 14:28:00.000000000
8237,2023-10-03 14:39:00.000000000
8238,2023-10-03 12:01:05.419202816
8239,2023-10-03 14:37:00.000000000
8240,2023-10-03 14:37:00.000000000
8241,2023-10-03 14:34:00.000000000
8242,2023-10-03 14:35:00.000000000
8243,2023-10-03 12:01:05.419202816
8244,2023-10-03 12:01:05.419202816
8245,2023-10-03 14:39:00.000000000
8246,2023-10-03 14:33:00.000000000
8247,2023-10-03 12:01:05.419202816
8248,2023-10-03 12:01:05.419202816
8249,2023-10-03 12:01:05.419202816
8250,2023-10-03 12:01:05.419202816
8251,2023-10-03 12:01:05.419202816
8252,2023-10-03 14:34:00.000000000
8253,2023-10-03 14:34:00.000000000
8254,2023-10-03 14:34:00.000000000
8255,2023-10-03 12:01:05.419202816
8256,2023-10-03 12:01:05.419202816
8257,2023-10-03 14:33:00.000000000
8258,2023-10-03 12:01:05.419202816
8259,2023-10-03 12:01:05.419202816
8260,2023-10-03 14:39:00.000000000
8261,2023-10-03 12:01:05.419202816
8262,2023-10-03 14:44:00.000000000
8263,2023-10-03 12:01:05.419202816
8264,2023-10-03 14:39:00.000000000
8265,2023-10-03 14:44:00.000000000
8266,2023-10-03 12:01:05.419202816
8267,2023-10-03 14:57:00.000000000
8268,2023-10-03 14:37:00.000000000
8269,2023-10-03 14:44:00.000000000
8270,2023-10-03 14:57:00.000000000
8271,2023-10-03 14:57:00.000000000
8272,2023-10-03 14:57:00.000000000
8273,2023-10-03 14:57:00.000000000
8274,2023-10-03 14:57:00.000000000
8275,2023-10-03 14:57:00.000000000
8276,2023-10-03 14:57:00.000000000
8277,2023-10-03 14:57:00.000000000
8278,2023-10-03 14:57:00.000000000
8279,2023-10-03 14:57:00.000000000
8280,2023-10-03 14:34:00.000000000
8281,2023-10-03 12:01:05.419202816
8282,2023-10-03 14:39:00.000000000
8283,2023-10-03 14:39:00.000000000
8284,2023-10-03 12:01:05.419202816
8285,2023-10-03 12:01:05.419202816
8286,2023-10-03 14:43:00.000000000
8287,2023-10-03 14:43:00.000000000
8288,2023-10-03 12:01:05.419202816
8289,2023-10-03 12:01:05.419202816
8290,2023-10-03 12:01:05.419202816
8291,2023-10-03 14:34:00.000000000
8292,2023-10-03 14:34:00.000000000
8293,2023-10-03 14:43:00.000000000
8294,2023-10-03 12:01:05.419202816
8295,2023-10-03 12:01:05.419202816
8296,2023-10-03 14:36:00.000000000
8297,2023-10-03 14:39:00.000000000
8298,2023-10-03 12:01:05.419202816
8299,2023-10-03 12:01:05.419202816
8300,2023-10-03 14:43:00.000000000
8301,2023-10-03 14:41:00.000000000
8302,2023-10-03 12:01:05.419202816
8303,2023-10-03 14:36:00.000000000
8304,2023-10-03 14:36:00.000000000
8305,2023-10-03 12:01:05.419202816
8306,2023-10-03 12:01:05.419202816
8307,2023-10-03 14:43:00.000000000
8308,2023-10-03 12:01:05.419202816
8309,2023-10-03 12:01:05.419202816
8310,2023-10-03 12:01:05.419202816
8311,2023-10-03 12:01:05.419202816
8312,2023-10-03 14:39:00.000000000
8313,2023-10-03 14:43:00.000000000
8314,2023-10-03 12:01:05.419202816
8315,2023-10-03 12:01:05.419202816
8316,2023-10-03 12:01:05.419202816
8317,2023-10-03 14:43:00.000000000
8318,2023-10-03 12:01:05.419202816
8319,2023-10-03 12:01:05.419202816
8320,2023-10-03 12:01:05.419202816
8321,2023-10-03 12:01:05.419202816
8322,2023-10-03 14:37:00.000000000
8323,2023-10-03 14:37:00.000000000
8324,2023-10-03 14:42:00.000000000
8325,2023-10-03 14:43:00.000000000
8326,2023-10-03 14:34:00.000000000
8327,2023-10-03 12:01:05.419202816
8328,2023-10-03 14:36:00.000000000
8329,2023-10-03 12:01:05.419202816
8330,2023-10-03 12:01:05.419202816
8331,2023-10-03 12:01:05.419202816
8332,2023-10-03 12:01:05.419202816
8333,2023-10-03 14:41:00.000000000
8334,2023-10-03 12:01:05.419202816
8335,2023-10-03 12:01:05.419202816
8336,2023-10-03 12:01:05.419202816
8337,2023-10-03 12:01:05.419202816
8338,2023-10-03 14:36:00.000000000
8339,2023-10-03 12:01:05.419202816
8340,2023-10-03 12:01:05.419202816
8341,2023-10-03 14:37:00.000000000
8342,2023-10-03 14:34:00.000000000
8343,2023-10-03 12:01:05.419202816
8344,2023-10-03 14:41:00.000000000
8345,2023-10-03 14:41:00.000000000
8346,2023-10-03 14:37:00.000000000
8347,2023-10-03 14:36:00.000000000
8348,2023-10-03 12:01:05.419202816
8349,2023-10-03 14:42:00.000000000
8350,2023-10-03 12:01:05.419202816
8351,2023-10-03 14:49:00.000000000
8352,2023-10-03 12:01:05.419202816
8353,2023-10-03 12:01:05.419202816
8354,2023-10-03 12:01:05.419202816
8355,2023-10-03 14:37:00.000000000
8356,2023-10-03 12:01:05.419202816
8357,2023-10-03 12:01:05.419202816
8358,2023-10-03 12:01:05.419202816
8359,2023-10-03 14:39:00.000000000
8360,2023-10-03 14:42:00.000000000
8361,2023-10-03 12:01:05.419202816
8362,2023-10-03 12:01:05.419202816
8363,2023-10-03 14:37:00.000000000
8364,2023-10-03 12:01:05.419202816
8365,2023-10-03 14:41:00.000000000
8366,2023-10-03 14:38:00.000000000
8367,2023-10-03 14:38:00.000000000
8368,2023-10-03 12:01:05.419202816
8369,2023-10-03 12:01:05.419202816
8370,2023-10-03 12:01:05.419202816
8371,2023-10-03 12:01:05.419202816
8372,2023-10-03 12:01:05.419202816
8373,2023-10-03 14:42:00.000000000
8374,2023-10-03 14:38:00.000000000
8375,2023-10-03 14:42:00.000000000
8376,2023-10-03 14:42:00.000000000
8377,2023-10-03 14:38:00.000000000
8378,2023-10-03 12:01:05.419202816
8379,2023-10-03 12:01:05.419202816
8380,2023-10-03 14:57:00.000000000
8381,2023-10-03 14:57:00.000000000
8382,2023-10-03 14:57:00.000000000
8383,2023-10-03 12:01:05.419202816
8384,2023-10-03 12:01:05.419202816
8385,2023-10-03 14:40:00.000000000
8386,2023-10-03 12:01:05.419202816
8387,2023-10-03 12:01:05.419202816
8388,2023-10-03 14:38:00.000000000
8389,2023-10-03 14:45:00.000000000
8390,2023-10-03 12:01:05.419202816
8391,2023-10-03 14:57:00.000000000
8392,2023-10-03 14:57:00.000000000
8393,2023-10-03 14:57:00.000000000
8394,2023-10-03 14:57:00.000000000
8395,2023-10-03 14:57:00.000000000
8396,2023-10-03 14:57:00.000000000
8397,2023-10-03 14:57:00.000000000
8398,2023-10-03 14:57:00.000000000
8399,2023-10-03 14:57:00.000000000
8400,2023-10-03 14:57:00.000000000
8401,2023-10-03 14:57:00.000000000
8402,2023-10-03 14:57:00.000000000
8403,2023-10-03 14:57:00.000000000
8404,2023-10-03 14:57:00.000000000
8405,2023-10-03 14:57:00.000000000
8406,2023-10-03 14:57:00.000000000
8407,2023-10-03 14:57:00.000000000
8408,2023-10-03 14:57:00.000000000
8409,2023-10-03 14:57:00.000000000
8410,2023-10-03 14:57:00.000000000
8411,2023-10-03 14:57:00.000000000
8412,2023-10-03 14:57:00.000000000
8413,2023-10-03 14:57:00.000000000
8414,2023-10-03 14:57:00.000000000
8415,2023-10-03 14:57:00.000000000
8416,2023-10-03 14:57:00.000000000
8417,2023-10-03 14:57:00.000000000
8418,2023-10-03 14:57:00.000000000
8419,2023-10-03 14:57:00.000000000
8420,2023-10-03 14:57:00.000000000
8421,2023-10-03 14:57:00.000000000
8422,2023-10-03 14:57:00.000000000
8423,2023-10-03 14:57:00.000000000
8424,2023-10-03 14:57:00.000000000
8425,2023-10-03 14:57:00.000000000
8426,2023-10-03 14:57:00.000000000
8427,2023-10-03 14:57:00.000000000
8428,2023-10-03 14:57:00.000000000
8429,2023-10-03 12:01:05.419202816
8430,2023-10-03 12:01:05.419202816
8431,2023-10-03 12:01:05.419202816
8432,2023-10-03 12:01:05.419202816
8433,2023-10-03 14:49:00.000000000
8434,2023-10-03 14:39:00.000000000
8435,2023-10-03 14:40:00.000000000
8436,2023-10-03 12:01:05.419202816
8437,2023-10-03 12:01:05.419202816
8438,2023-10-03 12:01:05.419202816
8439,2023-10-03 14:42:00.000000000
8440,2023-10-03 12:01:05.419202816
8441,2023-10-03 14:40:00.000000000
8442,2023-10-03 12:01:05.419202816
8443,2023-10-03 12:01:05.419202816
8444,2023-10-03 12:01:05.419202816
8445,2023-10-03 14:41:00.000000000
8446,2023-10-03 12:01:05.419202816
8447,2023-10-03 12:01:05.419202816
8448,2023-10-03 14:45:00.000000000
8449,2023-10-03 14:45:00.000000000
8450,2023-10-03 14:49:00.000000000
8451,2023-10-03 12:01:05.419202816
8452,2023-10-03 12:01:05.419202816
8453,2023-10-03 12:01:05.419202816
8454,2023-10-03 14:49:00.000000000
8455,2023-10-03 14:41:00.000000000
8456,2023-10-03 12:01:05.419202816
8457,2023-10-03 14:46:00.000000000
8458,2023-10-03 12:01:05.419202816
8459,2023-10-03 12:01:05.419202816
8460,2023-10-03 12:01:05.419202816
8461,2023-10-03 12:01:05.419202816
8462,2023-10-03 12:01:05.419202816
8463,2023-10-03 14:41:00.000000000
8464,2023-10-03 12:01:05.419202816
8465,2023-10-03 12:01:05.419202816
8466,2023-10-03 14:41:00.000000000
8467,2023-10-03 14:49:00.000000000
8468,2023-10-03 14:49:00.000000000
8469,2023-10-03 12:01:05.419202816
8470,2023-10-03 12:01:05.419202816
8471,2023-10-03 12:01:05.419202816
8472,2023-10-03 12:01:05.419202816
8473,2023-10-03 12:01:05.419202816
8474,2023-10-03 12:01:05.419202816
8475,2023-10-03 12:01:05.419202816
8476,2023-10-03 12:01:05.419202816
8477,2023-10-03 14:46:00.000000000
8478,2023-10-03 14:46:00.000000000
8479,2023-10-03 14:40:00.000000000
8480,2023-10-03 14:40:00.000000000
8481,2023-10-03 12:01:05.419202816
8482,2023-10-03 14:45:00.000000000
8483,2023-10-03 12:01:05.419202816
8484,2023-10-03 12:01:05.419202816
8485,2023-10-03 12:01:05.419202816
8486,2023-10-03 14:46:00.000000000
8487,2023-10-03 12:01:05.419202816
8488,2023-10-03 12:01:05.419202816
8489,2023-10-03 12:01:05.419202816
8490,2023-10-03 14:46:00.000000000
8491,2023-10-03 12:01:05.419202816
8492,2023-10-03 14:39:00.000000000
8493,2023-10-03 14:39:00.000000000
8494,2023-10-03 12:01:05.419202816
8495,2023-10-03 14:41:00.000000000
8496,2023-10-03 15:17:00.000000000
8497,2023-10-03 12:01:05.419202816
8498,2023-10-03 12:01:05.419202816
8499,2023-10-03 12:01:05.419202816
8500,2023-10-03 14:45:00.000000000
8501,2023-10-03 12:01:05.419202816
8502,2023-10-03 12:01:05.419202816
8503,2023-10-03 14:46:00.000000000
8504,2023-10-03 14:49:00.000000000
8505,2023-10-03 14:49:00.000000000
8506,2023-10-03 12:01:05.419202816
8507,2023-10-03 12:01:05.419202816
8508,2023-10-03 12:01:05.419202816
8509,2023-10-03 12:01:05.419202816
8510,2023-10-03 14:40:00.000000000
8511,2023-10-03 12:01:05.419202816
8512,2023-10-03 12:01:05.419202816
8513,2023-10-03 14:50:00.000000000
8514,2023-10-03 12:01:05.419202816
8515,2023-10-03 12:01:05.419202816
8516,2023-10-03 12:01:05.419202816
8517,2023-10-03 14:39:00.000000000
8518,2023-10-03 12:01:05.419202816
8519,2023-10-03 14:49:00.000000000
8520,2023-10-03 12:01:05.419202816
8521,2023-10-03 12:01:05.419202816
8522,2023-10-03 12:01:05.419202816
8523,2023-10-03 14:49:00.000000000
8524,2023-10-03 14:45:00.000000000
8525,2023-10-03 14:53:00.000000000
8526,2023-10-03 14:49:00.000000000
8527,2023-10-03 12:01:05.419202816
8528,2023-10-03 12:01:05.419202816
8529,2023-10-03 12:01:05.419202816
8530,2023-10-03 12:01:05.419202816
8531,2023-10-03 14:45:00.000000000
8532,2023-10-03 12:01:05.419202816
8533,2023-10-03 12:01:05.419202816
8534,2023-10-03 14:53:00.000000000
8535,2023-10-03 14:53:00.000000000
8536,2023-10-03 14:45:00.000000000
8537,2023-10-03 14:53:00.000000000
8538,2023-10-03 12:01:05.419202816
8539,2023-10-03 14:44:00.000000000
8540,2023-10-03 12:01:05.419202816
8541,2023-10-03 12:01:05.419202816
8542,2023-10-03 14:50:00.000000000
8543,2023-10-03 14:53:00.000000000
8544,2023-10-03 14:45:00.000000000
8545,2023-10-03 14:45:00.000000000
8546,2023-10-03 14:51:00.000000000
8547,2023-10-03 12:01:05.419202816
8548,2023-10-03 12:01:05.419202816
8549,2023-10-03 12:01:05.419202816
8550,2023-10-03 14:51:00.000000000
8551,2023-10-03 14:53:00.000000000
8552,2023-10-03 12:01:05.419202816
8553,2023-10-03 14:50:00.000000000
8554,2023-10-03 14:50:00.000000000
